manufacturer,model,kernel,eta_peak,f_peak,f_50,f_10,f_2
Siemens,Alpha,Bv40f,1.0,0.0,0.36626110468092693,0.6409555100734952,0.7758081904201828
Siemens,Alpha,Br40f_1,1.0,0.0,0.3456439193347111,0.6104217886010471,0.7621139916041788
Siemens,Alpha,Br36u,1.0,0.0,0.27667499576202687,0.5126330061466035,0.6431790570551269
Siemens,Alpha,Br40u_3,1.0,0.0,0.33231202831589035,0.6025610256524974,0.7502231076758162
Siemens,Force,Ur77u,1.000012406400484,0.048761904761904756,1.3950464833255023,1.9468981208514984,2.309877891083831
Siemens,Alpha,Br40u_4,1.0,0.0,0.34593073334909663,0.6124264001274562,0.7541047073734495
Siemens,Force,Br44d,1.0,0.0,0.40544943795263244,0.7092463283133215,0.8708333299975608
Siemens,Alpha,Bv40f,1.0,0.0,0.38286216587986704,0.652270831884216,0.7972826177887925
Canon,Aquilion Prime,FC18,1.0,0.0,0.3830777581745381,0.6133378585794383,0.7119580898623713
Siemens,Alpha,Br92u,1.008591780307748,0.3264927536231884,2.0394052552090214,2.910916456873869,3.443546438359246
Siemens,Alpha,Br40f_3,1.0,0.0,0.3438459663114816,0.6104462518811442,0.7628988779733387
Siemens,Force,Ur77u_3,1.0,0.0,1.42518291418107,2.1004582746367797,2.359329799116045
Siemens,Alpha,Br98u,1.093494965718876,0.8607536231884059,3.649770527107901,4.257404104051536,5.999606312711838
Siemens,Alpha,Qr76f,1.0,0.0,1.4275106847457921,1.8258107839444497,1.985026412933666
Siemens,Alpha,Qr56f_3,1.0,0.0,0.6620860330680469,1.0923554391134795,1.2541931803913435
Siemens,Alpha,Br92u,5.122132161394975,2.203544303797469,6.532634623224294,,
Siemens,Alpha,Hr40u,1.0,0.0,0.33355005415361283,0.6124474327424181,0.8231945971183204
Canon,Aquilion Prime,FC19,1.0,0.0,0.41116895814318777,0.8100741925150056,1.1026308516372612
Siemens,Force,Bf40d,1.0,0.0,0.38386069250192906,0.7097886698569301,0.8053649357571254
Siemens,Force,Br69d,1.0,0.0,0.9783763542459901,1.537029709306067,1.7465863201741463
Siemens,Alpha,Hr60u,1.1816379719504146,0.3660676328502416,0.7877063514016465,1.0294754797210965,1.1697364322655868
Siemens,Alpha,Br40u,1.0,0.0,0.3491611832916859,0.6026089642172383,0.7436573888902092
Siemens,Alpha,Br92u,1.0,0.0,1.33335280532157,3.035527224667823,3.3639265987398264
Siemens,Alpha,Hr84u,1.2581210807683703,0.7937224880382776,2.10960918859261,2.7212294732990463,2.9482843102664917
Siemens,Alpha,Hr44u,1.0,0.0,0.3657701514914917,0.6650828587240925,0.8442057204323171
Siemens,Alpha,Bv40u,1.0,0.0,0.38339145109038475,0.651205618039889,0.7886206542413482
Siemens,Alpha,Qr76f,1.0,0.0,1.4089117977699335,1.8254199380051859,2.1670376992551517
Siemens,Alpha,Br84u,1.0860695962125528,0.6826666666666668,1.7777481261782475,2.449386281756064,2.8032593192926574
Siemens,Alpha,Hr40f_3,1.0,0.0,0.3093094668284564,0.5994829260978314,0.808332337942005
Siemens,Alpha,Hr98u,1.0,0.0,3.266087961675877,4.072217507235476,4.534494906712983
Siemens,Alpha,Br48f,1.0,0.0,0.5080911932406479,0.7052227459143604,0.8013133440323694
Siemens,Alpha,Br40f_4,1.0,0.0,0.3419387891943298,0.6103521141780638,0.7612253601880931
Siemens,Alpha,Qr40u,1.0,0.0,0.37924208325963543,0.6386144500614571,0.7735470137071159
Siemens,Alpha,Hr60f,1.2648222296530731,0.4229779058597502,0.8478288686547778,1.0803208212381992,1.2052163072119797
Siemens,Alpha,Qr76f,1.0,0.0,1.3362390504510706,1.7953156319089896,2.121248638608687
Siemens,Alpha,Hc40u,1.0,0.0,0.32824064290532584,0.6167244233593198,0.8251334183454908
Siemens,Alpha,Hr44f,1.0,0.0,0.3642162115739913,0.678407978348394,0.8645408159567378
Siemens,Force,Br59d,1.0,0.0,0.6756980599964442,1.0578124894532794,1.2413986443530185
Siemens,Alpha,Br68f,1.3594539772967515,0.5672863849765258,1.145929653720119,1.4225225308549894,1.5436697709265725
Siemens,Alpha,Hr48u,1.0,0.0,0.4853146738840723,0.7449031113908039,0.9146011098401656
Siemens,Alpha,Bv40u,1.0,0.0,0.36970849629157876,0.6424786556372819,0.7883193634962048
Siemens,Alpha,Br40u,1.0,0.0,0.3417484598222123,0.598196908996997,0.752949538723586
Siemens,Alpha,Br36f,1.0,0.0,0.2989889884793452,0.5228560348712152,0.6482719497657167
